ntd_id,pre_rmspe,post_mean_gap_mph,normalized_signed_gap,normalized_absolute_gap,Agency,eligible_pre_fit
90154,0.003812592140983914,-0.026694821001288754,-7.001751043425179,7.001751043425179,Los Angeles County Metropolitan Transportation Authority ,True
50066,0.011548430924744406,0.08835599222494792,7.650908837808496,7.650908837808496,Chicago Transit Authority,True
30030,0.033865007224446284,-0.443936767933883,-13.109011464005134,13.109011464005134,Washington Metropolitan Area Transit Authority,True
30019,0.1267189615622635,0.017447537994162817,0.13768687636845847,0.13768687636845847,Southeastern Pennsylvania Transportation Authority,True
60008,0.008868506563890974,0.03675063502253856,4.143948562001691,4.143948562001691,"Metropolitan Transit Authority of Harris County, Texas ",True
00001,0.042277278204192664,0.20483300257137452,4.844990294362447,4.844990294362447,King County,True
80006,0.018360044845743932,-0.0919557783635117,-5.008472426734191,5.008472426734191,Denver Regional Transportation District,True
60056,0.5182442438103642,0.07149161791696435,0.1379496613244093,0.1379496613244093,Dallas Area Rapid Transit,False
40034,0.36502091336228565,0.23376335994730085,0.6404108679528978,0.6404108679528978,County of Miami-Dade ,True
40022,0.031133007338480553,-0.004174302299245869,-0.13407963624787414,0.13407963624787414,Metropolitan Atlanta Rapid Transit Authority,True
50113,0.03420181443512678,0.1482093772960556,4.333377621739214,4.333377621739214,"Pace, the Suburban Bus Division of the Regional Transportation Authority",True
10003,0.17739100840131325,-0.20208534331332717,-1.13920849277855,1.13920849277855,Massachusetts Bay Transportation Authority,True
00008,0.008611110130382483,0.08339758320400495,9.684881733164021,9.684881733164021,Tri-County Metropolitan Transportation District of Oregon,True
90026,0.012056977593096136,0.022997677272242976,1.9074164395404964,1.9074164395404964,San Diego Metropolitan Transit System,True
30022,0.2516063497095435,-0.8417014682519299,-3.3453109161338626,3.3453109161338626,Pittsburgh Regional Transit,True
50027,0.06742161453075829,0.34715067196965654,5.148952222306744,5.148952222306744,Metro Transit ,True
90002,0.05789868308272327,-0.388092942605465,-6.702966664215379,6.702966664215379,City and County of Honolulu,True
90045,0.05538148147215711,-0.07128944607282378,-1.2872433921556317,1.2872433921556317,Regional Transportation Commission of Southern Nevada,True
90015,0.016299286402537423,0.16100324078495978,9.877931880496025,9.877931880496025,City and County of San Francisco,True
60011,0.1342275151815212,0.8772525569690683,6.535564304999052,6.535564304999052,VIA Metropolitan Transit,True
90014,0.24155039187014196,-0.2237768296431218,-0.9264188226340146,0.9264188226340146,Alameda-Contra Costa Transit District,True
90036,0.039436291584255385,-0.18090087278660072,-4.587167441951461,4.587167441951461,Orange County Transportation Authority,True
50008,0.015936652214300233,-0.022803496780394682,-1.4308837561211702,1.4308837561211702,Milwaukee County,True
80001,0.03798012807101202,-0.0659522151860203,-1.7364927012017561,1.7364927012017561,Utah Transit Authority,True
40035,0.3140568960423694,0.3105956839137986,0.9889790284111327,0.9889790284111327,Central Florida Regional Transportation Authority,True
90013,0.018652661112498067,-0.10053195265877235,-5.38968418781874,5.38968418781874,Santa Clara Valley Transportation Authority,True
40029,0.04266250321596192,-0.05789857574250083,-1.3571302989281329,1.3571302989281329,Broward County Board of County Commissioners,True
60048,0.032872534965986355,0.041519993440090296,1.2630602867424607,1.2630602867424607,Capital Metropolitan Transportation Authority,True
50015,0.016861929845508113,0.03557982062093895,2.11006812072683,2.11006812072683,The Greater Cleveland Regional Transit Authority,True
70006,0.033759324963432515,-0.18065705045500663,-5.351322950049832,5.351322950049832,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,True
90136,0.2750012627799562,-0.5019783475036047,-1.8253674271498366,1.8253674271498366,Regional Public Transportation Authority,True
90146,0.01312828330638617,0.0004695419536442598,0.035765678016397934,0.035765678016397934,Foothill Transit,True
50012,0.5917514401420232,-0.17081986944933944,-0.28866827837096914,0.28866827837096914,Southwest Ohio Regional Transit Authority,False
30068,0.06741760029652405,0.25628137449496635,3.8014016127503703,3.8014016127503703,"Fairfax County, VA",True
50016,0.13425725281767942,-0.16234116355283243,-1.209179840535623,1.209179840535623,Central Ohio Transit Authority,True
