month,treated_centered_speed,synthetic_centered_speed,gap_mph,post
2023-08-01,0.25800549787507077,0.042216177914075385,0.21578931996099537,False
2023-09-01,-0.22301814595017344,-0.06569010699834715,-0.1573280389518263,False
2023-10-01,-0.14605551967430763,-0.09723391370459333,-0.0488216059697143,False
2023-11-01,-0.12810792922351322,-0.035998127449313834,-0.09210980177419939,False
2023-12-01,-0.06604280729683776,-0.11050648502986857,0.04446367773303081,False
2024-01-01,0.13422169325702527,0.10379678816609189,0.030424905090933374,False
2024-02-01,0.10810652000998733,0.13798459902500718,-0.02987807901501985,False
2024-03-01,0.00698355289640773,0.01029173347325835,-0.00330818057685062,False
2024-04-01,0.013679396272041622,0.006740531843384633,0.006938864428656989,False
2024-05-01,-0.1675325586109251,-0.146802769640319,-0.020729788970606094,False
2024-06-01,0.024480169012565334,0.10480439822859376,-0.08032422921602843,False
2024-07-01,0.2514218865149873,0.06198966992372111,0.1894322165912662,False
2024-08-01,0.3411870207818781,0.089374586742751,0.2518124340391271,False
2024-09-01,-0.1880316864886069,-0.18585211263560425,-0.0021795738530026587,False
2024-10-01,-0.11701088032826146,0.0650050861786566,-0.18201596650691804,False
2024-11-01,-0.10944561632098537,0.017284073007446443,-0.12672968932843182,False
2024-12-01,0.007159407273645613,0.00259587095505444,0.0045635363185911725,False
2025-01-01,0.3175476030531188,-0.20428733875512473,0.5218349418082435,True
2025-02-01,0.4047052918647278,-0.013206754885668134,0.41791204675039595,True
2025-03-01,0.23315719438569982,-0.05866797433701146,0.29182516872271125,True
2025-04-01,0.18773000546547447,-0.04400863742432435,0.2317386428897988,True
2025-05-01,-0.008758422001169386,-0.08509597971908253,0.07633755771791315,True
2025-06-01,0.11558463153623588,-0.01790986004017141,0.1334944915764073,True
2025-07-01,0.1974078717509853,-0.0958055234444969,0.2932133951954822,True
2025-08-01,0.35827088029409015,-0.004631305466434574,0.36290218576052474,True
2025-09-01,-0.11580361005888928,-0.06846433644848918,-0.04733927361040011,True
2025-10-01,0.004499914810548233,-0.07518822727433501,0.07968814208488324,True
2025-11-01,0.03397580659032684,-0.052252694861393535,0.08622850145172037,True
2025-12-01,0.0862354050280123,-0.11649133841930404,0.20272674344731634,True
2026-01-01,0.28978872602665806,-0.10674269693204606,0.39653142295870414,True
2026-02-01,-0.08687124625311249,-0.05249169876438293,-0.03437954748872956,True
2026-03-01,0.20300333384575264,-0.049513051961300264,0.25251638580705293,True
2026-04-01,0.1787767907235942,-0.10343939628626268,0.2822161870098569,True
2026-05-01,0.0461065893482866,-0.17593533294172567,0.22204192229001227,True
